﻿Title:,"Table 2 - Graduate activities by provider and age group"
Subtitle:,"Academic years 2017/18 to 2019/20"
Reference ID:,DT072 Table 2
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/graduates/table-2
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/graduates/table-2.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2022
Filters:,Country of provider,All 
,Domicile,Non-UK 
,Level of qualification,All 
,Mode of former study,All 
,Age group,All 
,Interim study,Include significant interim study 
,Academic year,2018/19 
Search:,London sCHOOL OF Econ


"UKPRN","Provider Name","Full-time employment","Part-time employment","Unknown pattern of employment","Voluntary or unpaid work","Employmentand further study","Full-time further study","Part-time further study","Unknown pattern of further study","Other including travel, caring for someone or retired","Unemployed and due to start work","Unemployed and due to start further study","Unemployed","Total with known outcomes","Non-respondents","Total"
"10004063","London School of Economics and Political Science","1,515","80","20","35","220","165","5","0","90","20","5","75","2,225","2,685","4,910"
