﻿Title:,"Table 28 - Non-UK HE students by HE provider and country of domicile"
Subtitle:,"Academic years 2014/15 to 2021/22"
Reference ID:,DT051 Table 28
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2023
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2019/20 
Search:,London School of Econ


"UKPRN","HE Provider","Afghanistan","Bangladesh","Bhutan","Brunei","Cambodia","China","East Timor","Hong Kong (Special Administrative Region of China)","India","Indonesia","Japan","Kazakhstan","Korea (North)","Korea (South)","Kyrgyzstan","Laos","Macao (Special Administrative Region of China)","Malaysia","Maldives","Myanmar (Burma)","Mongolia","Nepal","Pakistan","Philippines","Singapore","Sri Lanka","Taiwan","Tajikistan","Thailand","Turkmenistan","Uzbekistan","Vietnam","Asia (Except Middle East) not otherwise specified","Total Asia","Total"
"10004063","London School of Economics and Political Science","0","10","0","5","5","1,670","0","360","375","65","65","25","0","165","0","0","10","360","0","5","5","5","85","10","390","15","50","0","85","0","5","20","0","3,790","8,170"
