﻿Title:,"Table 28 - Non-UK HE students by HE provider and country of domicile"
Subtitle:,"Academic years 2014/15 to 2021/22"
Reference ID:,DT051 Table 28
Data source:,HESA
Data source link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28
Data file canonical link:,https://www.hesa.ac.uk/data-and-analysis/students/table-28.csv
Licence:,Creative Commons Attribution 4.0 International Licence
Date:,2023
Filters:,Country of HE provider,All 
,Region of HE provider,All 
,Level of study,All 
,Mode of study,All 
,Academic year,2019/20 
Search:,London School of Economics


"UKPRN","HE Provider","American Samoa","Australia","Christmas Island","Cook Islands","Fiji","French Polynesia","Guam","Kiribati","Marshall Islands","Micronesia","Nauru","New Caledonia","New Zealand","Niue","Norfolk Island","Northern Mariana Islands","Palau","Papua New Guinea","Pitcairn, Henderson, Ducie And Oeno Islands","Samoa","Solomon Islands","South Georgia and The South Sandwich Islands","Tokelau","Tonga","Tuvalu","Vanuatu","Wallis and Futuna","Antarctica and Oceania not otherwise specified","Total Australasia","Total"
"10004063","London School of Economics and Political Science","0","105","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130","8170"
